country,total_movies,avg_country_rating,avg_runtime,peak_year,top_movie,top_movie_year,top_movie_rating,top_movie_poster,top_movie_url,has_domestic_top_film,top_director,top_director_rating,top_director_count,top_director_url,top_genre,top_genre_count,top_genre_url,hollywood_pct,avg_top20_year,crime_score,darkness_score,arthouse_score,slow_cinema_pct,futurism_score,melodrama_score,genre_distribution,global_reach_counts,top_10_movies,top_10_directors,yearly_trend
Andorra,178,3.07,113,2023,Dune: Part Two,2024,4.47,https://a.ltrbxd.com/resized/film-poster/6/1/7/4/4/3/617443-dune-part-two-0-230-0-345-crop.jpg?v=cc533700f8,https://letterboxd.com/search/Dune%3A%20Part%20Two/,False,Greta Gerwig,4.0,2,https://letterboxd.com/search/Greta%20Gerwig/,Comedy,71,https://letterboxd.com/search/Comedy/,65.9,2021,19.3,24.9,34.9,12.9,6.2,16.7,"{""Comedy"": 0.14285714285714285, ""Drama"": 0.11670020120724346, ""Adventure"": 0.11267605633802817, ""Action"": 0.09859154929577464, ""Fantasy"": 0.08853118712273642, ""Animation"": 0.08651911468812877, ""Family"": 0.07847082494969819, ""Science Fiction"": 0.06237424547283702, ""Thriller"": 0.05835010060362173, ""Romance"": 0.05030181086519115, ""History"": 0.02414486921529175, ""Horror"": 0.02414486921529175, ""Crime"": 0.022132796780684104, ""Mystery"": 0.014084507042253521, ""Music"": 0.014084507042253521, ""War"": 0.006036217303822937}","{""Argentina"": 111, ""Australia"": 135, ""Austria"": 110, ""Bahrain"": 53, ""Belgium"": 108, ""Bolivarian Republic of Venezuela"": 79, ""Bolivia"": 74, ""Brazil"": 134, ""Canada"": 122, ""Chile"": 83, ""China"": 50, ""Colombia"": 81, ""Czechia"": 131, ""Denmark"": 114, ""Ecuador"": 92, ""Egypt"": 52, ""Estonia"": 112, ""Finland"": 121, ""France"": 144, ""Germany"": 143, ""Greece"": 130, ""Hong Kong"": 128, ""Hungary"": 116, ""Iceland"": 94, ""India"": 86, ""Indonesia"": 91, ""Ireland"": 126, ""Israel"": 117, ""Italy"": 136, ""Japan"": 111, ""Kazakhstan"": 73, ""Lithuania"": 117, ""Malaysia"": 70, ""Mexico"": 127, ""Netherlands"": 131, ""New Zealand"": 116, ""Norway"": 115, ""Paraguay"": 73, ""Poland"": 126, ""Portugal"": 130, ""Puerto Rico"": 111, ""Romania"": 109, ""Saudi Arabia"": 63, ""Singapore"": 125, ""South Africa"": 66, ""South Korea"": 131, ""Spain"": 160, ""Sweden"": 127, ""Switzerland"": 109, ""Taiwan"": 127, ""Thailand"": 111, ""Turkey"": 116, ""UK"": 141, ""USA"": 144, ""Ukraine"": 118, ""United Arab Emirates"": 73, ""Uruguay"": 78, ""Bosnia and Herzegovina"": 71, ""Bulgaria"": 91, ""Croatia"": 80, ""Kuwait"": 58, ""Lebanon"": 49, ""Myanmar"": 34, ""Peru"": 91, ""Philippines"": 79, ""Russian Federation"": 53, ""Serbia"": 76, ""Slovakia"": 110, ""Vietnam"": 110, ""Malta"": 68, ""Slovenia"": 81, ""Aruba"": 56, ""Cambodia"": 49, ""Costa Rica"": 68, ""Cyprus"": 49, ""Dominican Republic"": 79, ""El Salvador"": 69, ""Georgia"": 54, ""Guatemala"": 72, ""Honduras"": 69, ""Jamaica"": 51, ""Kosovo"": 7, ""Latvia"": 79, ""Nicaragua"": 68, ""North Macedonia"": 70, ""Pakistan"": 44, ""Panama"": 79, ""Suriname"": 50, ""Trinidad and Tobago"": 60, ""Albania"": 69, ""Algeria"": 41, ""American Samoa"": 76, ""Armenia"": 45, ""Azerbaijan"": 58, ""Cameroon"": 43, ""Cuba"": 37, ""Guam"": 75, ""Haiti"": 51, ""Kyrgyzstan"": 44, ""Montenegro"": 68, ""Northern Mariana Islands"": 75, ""Republic of Moldova"": 46, ""Tajikistan"": 42, ""US Virgin Islands"": 88, ""Uzbekistan"": 40, ""Angola"": 40, ""Bangladesh"": 38, ""Belarus"": 41, ""Ethiopia"": 35, ""Iraq"": 43, ""Kenya"": 42, ""Luxembourg"": 68, ""Nigeria"": 42, ""Uganda"": 41, ""United Republic of Tanzania"": 39, ""Jordan"": 43, ""Nepal"": 40, ""Qatar"": 50, ""Sri Lanka"": 47, ""Ghana"": 44, ""Syrian Arab Republic"": 2, ""British Indian Ocean Territory"": 58, ""Christmas Island"": 47, ""Cocos (Keeling) Islands"": 48, ""Cook Islands"": 48, ""Faroe Islands"": 63, ""Gibraltar"": 61, ""Greenland"": 49, ""Liechtenstein"": 61, ""Niue"": 47, ""Norfolk Island"": 47, ""Pitcairn"": 58, ""Saint Helena, Ascension and Tristan da Cunha"": 57, ""San Marino"": 59, ""Svalbard and Jan Mayen"": 25, ""Tokelau"": 47, ""Vatican City"": 59, ""Bahamas"": 52, ""Benin"": 36, ""Botswana"": 40, ""Burkina Faso"": 37, ""Congo"": 36, ""Democratic Republic of Congo"": 38, ""Fiji"": 44, ""Gabon"": 37, ""Guinea"": 37, ""Ivory Coast"": 36, ""Lao People's Democratic Republic"": 43, ""Macao"": 49, ""Madagascar"": 42, ""Mali"": 35, ""Mauritius"": 46, ""Mongolia"": 50, ""Morocco"": 49, ""Mozambique"": 40, ""Namibia"": 39, ""Niger"": 40, ""Papua New Guinea"": 41, ""Rwanda"": 36, ""Senegal"": 39, ""Togo"": 38, ""Tunisia"": 44, ""Zambia"": 39, ""Zimbabwe"": 40, ""Oman"": 49, ""Anguilla"": 51, ""Antigua and Barbuda"": 57, ""Barbados"": 48, ""Belize"": 52, ""British Virgin Islands"": 55, ""Cayman Islands"": 56, ""Dominica"": 50, ""Grenada"": 50, ""Guyana"": 57, ""Monaco"": 57, ""Montserrat"": 46, ""Saint Kitts and Nevis"": 55, ""Saint Lucia"": 53, ""Turks and Caicos Islands"": 46, ""Iran"": 34, ""Afghanistan"": 35, ""Antarctica"": 35, ""Bermuda"": 50, ""Bhutan"": 35, ""Brunei Darussalam"": 38, ""Burundi"": 35, ""Cape Verde"": 39, ""Central African Republic"": 34, ""Chad"": 35, ""Comoros"": 35, ""Djibouti"": 34, ""Equatorial Guinea"": 35, ""Eritrea"": 34, ""Eswatini"": 38, ""Falkland Islands"": 45, ""Federated States of Micronesia"": 37, ""French Guiana"": 44, ""French Polynesia"": 52, ""Gambia"": 39, ""Guadeloupe"": 47, ""Guinea-Bissau"": 37, ""Heard Island and McDonald Islands"": 34, ""Kiribati"": 34, ""Lesotho"": 35, ""Liberia"": 35, ""Libya"": 37, ""Malawi"": 35, ""Maldives"": 35, ""Marshall Islands"": 45, ""Martinique"": 42, ""Mauritania"": 36, ""Mayotte"": 41, ""Nauru"": 34, ""New Caledonia"": 43, ""Palau"": 35, ""R\u00e9union"": 46, ""Saint Pierre and Miquelon"": 52, ""Saint Vincent and the Grenadines"": 46, ""Samoa"": 36, ""Sao Tome and Principe"": 34, ""Seychelles"": 34, ""Sierra Leone"": 34, ""Solomon Islands"": 34, ""Somalia"": 35, ""South Georgia and the South Sandwich Islands"": 45, ""South Sudan"": 35, ""State of Palestine"": 36, ""Sudan"": 33, ""Timor-Leste"": 34, ""Tonga"": 34, ""Turkmenistan"": 39, ""Tuvalu"": 34, ""United States Minor Outlying Islands"": 35, ""Vanuatu"": 34, ""Wallis and Futuna"": 41, ""Western Sahara"": 34, ""Yemen"": 37, ""French Southern Territories"": 17}","[{""name"": ""Dune: Part Two"", ""date"": 2024.0, ""rating"": 4.47}, {""name"": ""Spider-Man: Across the Spider-Verse"", ""date"": 2023.0, ""rating"": 4.45}, {""name"": ""Spider-Man: Across the Spider-Verse"", ""date"": 2023.0, ""rating"": 4.45}, {""name"": ""Spider-Man: Across the Spider-Verse"", ""date"": 2023.0, ""rating"": 4.45}, {""name"": ""Taylor Swift: The Eras Tour"", ""date"": 2023.0, ""rating"": 4.31}, {""name"": ""The First Slam Dunk"", ""date"": 2022.0, ""rating"": 4.21}, {""name"": ""Puss in Boots: The Last Wish"", ""date"": 2022.0, ""rating"": 4.15}, {""name"": ""Little Women"", ""date"": 2019.0, ""rating"": 4.15}, {""name"": ""Anatomy of a Fall"", ""date"": 2023.0, ""rating"": 4.15}, {""name"": ""Killers of the Flower Moon"", ""date"": 2023.0, ""rating"": 4.1}]","[{""director"": ""Greta Gerwig"", ""count"": 2, ""mean"": 4.005}, {""director"": ""Wes Anderson"", ""count"": 2, ""mean"": 3.66}, {""director"": ""Jorge Coira"", ""count"": 2, ""mean"": 2.825}, {""director"": ""Taika Waititi"", ""count"": 2, ""mean"": 2.76}, {""director"": ""Joaqu\u00edn Maz\u00f3n"", ""count"": 2, ""mean"": 2.7350000000000003}, {""director"": ""Zack Snyder"", ""count"": 2, ""mean"": 1.92}]","[{""year"": 1988.0, ""count"": 1}, {""year"": 2006.0, ""count"": 1}, {""year"": 2010.0, ""count"": 1}, {""year"": 2014.0, ""count"": 1}, {""year"": 2018.0, ""count"": 1}, {""year"": 2019.0, ""count"": 11}, {""year"": 2020.0, ""count"": 2}, {""year"": 2021.0, ""count"": 7}, {""year"": 2022.0, ""count"": 32}, {""year"": 2023.0, ""count"": 61}, {""year"": 2024.0, ""count"": 46}]"
Argentina,3877,3.26,107,2012,Come and See,1985,4.64,https://a.ltrbxd.com/resized/film-poster/3/6/1/9/2/36192-come-and-see-0-230-0-345-crop.jpg?v=741b0269bb,https://letterboxd.com/search/Come%20and%20See/,False,Akira Kurosawa,4.44,3,https://letterboxd.com/search/Akira%20Kurosawa/,Drama,2025,https://letterboxd.com/search/Drama/,61.9,1995,27.4,49.4,57.6,7.5,3.9,26.5,"{""Drama"": 0.2114440847864676, ""Comedy"": 0.12519578155998748, ""Thriller"": 0.10191082802547771, ""Action"": 0.0771640388430615, ""Adventure"": 0.06766210713166962, ""Crime"": 0.05920434374021092, ""Romance"": 0.05356583481257179, ""Horror"": 0.052834916988618565, ""Family"": 0.041035814973373705, ""Fantasy"": 0.03946956249347395, ""Science Fiction"": 0.03852981100553409, ""Animation"": 0.03560613970972121, ""Mystery"": 0.035292889213741255, ""History"": 0.02307611987052313, ""War"": 0.014513939647071109, ""Music"": 0.013783021823117886, ""Western"": 0.006473843583585674, ""TV Movie"": 0.003236921791792837}","{""Andorra"": 111, ""Australia"": 2284, ""Austria"": 1176, ""Bahrain"": 280, ""Belgium"": 1656, ""Bolivarian Republic of Venezuela"": 578, ""Bolivia"": 306, ""Brazil"": 2443, ""Canada"": 1954, ""Chile"": 948, ""China"": 524, ""Colombia"": 913, ""Czechia"": 1572, ""Denmark"": 2076, ""Ecuador"": 377, ""Egypt"": 670, ""Estonia"": 1241, ""Finland"": 1960, ""France"": 2832, ""Germany"": 2822, ""Greece"": 2141, ""Hong Kong"": 1567, ""Hungary"": 1939, ""Iceland"": 1118, ""India"": 930, ""Indonesia"": 742, ""Ireland"": 2008, ""Israel"": 1401, ""Italy"": 2399, ""Japan"": 2067, ""Kazakhstan"": 616, ""Lithuania"": 1130, ""Malaysia"": 575, ""Mexico"": 1956, ""Netherlands"": 2426, ""New Zealand"": 1204, ""Norway"": 1647, ""Paraguay"": 218, ""Poland"": 1792, ""Portugal"": 2233, ""Puerto Rico"": 356, ""Romania"": 1193, ""Saudi Arabia"": 148, ""Singapore"": 1636, ""South Africa"": 760, ""South Korea"": 1940, ""Spain"": 2626, ""Sweden"": 2347, ""Switzerland"": 1227, ""Taiwan"": 1333, ""Thailand"": 959, ""Turkey"": 1724, ""UK"": 2563, ""USA"": 2964, ""Ukraine"": 962, ""United Arab Emirates"": 777, ""Uruguay"": 939, ""Bosnia and Herzegovina"": 155, ""Bulgaria"": 892, ""Croatia"": 593, ""Kuwait"": 822, ""Lebanon"": 443, ""Myanmar"": 38, ""Peru"": 933, ""Philippines"": 1314, ""Russian Federation"": 1443, ""Serbia"": 383, ""Slovakia"": 1013, ""Vietnam"": 660, ""Malta"": 179, ""Slovenia"": 693, ""Aruba"": 80, ""Cambodia"": 244, ""Costa Rica"": 135, ""Cyprus"": 195, ""Dominican Republic"": 224, ""El Salvador"": 162, ""Georgia"": 210, ""Guatemala"": 156, ""Honduras"": 135, ""Jamaica"": 122, ""Kosovo"": 18, ""Latvia"": 600, ""Nicaragua"": 137, ""North Macedonia"": 279, ""Pakistan"": 208, ""Panama"": 528, ""Suriname"": 53, ""Trinidad and Tobago"": 152, ""Albania"": 113, ""Algeria"": 54, ""American Samoa"": 98, ""Armenia"": 167, ""Azerbaijan"": 200, ""Cameroon"": 66, ""Cuba"": 61, ""Guam"": 94, ""Haiti"": 62, ""Kyrgyzstan"": 50, ""Montenegro"": 83, ""Northern Mariana Islands"": 94, ""Republic of Moldova"": 72, ""Tajikistan"": 63, ""US Virgin Islands"": 127, ""Uzbekistan"": 51, ""Angola"": 45, ""Bangladesh"": 73, ""Belarus"": 183, ""Ethiopia"": 50, ""Iraq"": 117, ""Kenya"": 102, ""Luxembourg"": 188, ""Nigeria"": 99, ""Serbia and Montenegro"": 16, ""Uganda"": 62, ""United Republic of Tanzania"": 42, ""Jordan"": 127, ""Nepal"": 53, ""Qatar"": 153, ""Sri Lanka"": 102, ""Ghana"": 78, ""Syrian Arab Republic"": 40, ""British Indian Ocean Territory"": 58, ""Christmas Island"": 47, ""Cocos (Keeling) Islands"": 50, ""Cook Islands"": 50, ""Faroe Islands"": 68, ""Gibraltar"": 64, ""Greenland"": 52, ""Liechtenstein"": 64, ""Niue"": 49, ""Norfolk Island"": 47, ""Pitcairn"": 58, ""Saint Helena, Ascension and Tristan da Cunha"": 57, ""San Marino"": 60, ""Svalbard and Jan Mayen"": 25, ""Tokelau"": 47, ""Vatican City"": 59, ""Bahamas"": 83, ""Benin"": 44, ""Botswana"": 62, ""Burkina Faso"": 43, ""Congo"": 37, ""Democratic Republic of Congo"": 41, ""Fiji"": 77, ""Gabon"": 39, ""Guinea"": 39, ""Ivory Coast"": 40, ""Lao People's Democratic Republic"": 64, ""Macao"": 96, ""Madagascar"": 70, ""Mali"": 38, ""Mauritius"": 66, ""Mongolia"": 89, ""Morocco"": 94, ""Mozambique"": 60, ""Namibia"": 58, ""Niger"": 59, ""Papua New Guinea"": 49, ""Rwanda"": 36, ""Senegal"": 44, ""Togo"": 52, ""Tunisia"": 79, ""Zambia"": 40, ""Zimbabwe"": 64, ""Oman"": 143, ""Anguilla"": 69, ""Antigua and Barbuda"": 80, ""Barbados"": 52, ""Belize"": 78, ""British Virgin Islands"": 75, ""Cayman Islands"": 75, ""Dominica"": 70, ""Grenada"": 69, ""Guyana"": 62, ""Monaco"": 70, ""Montserrat"": 47, ""Saint Kitts and Nevis"": 75, ""Saint Lucia"": 55, ""Turks and Caicos Islands"": 46, ""Iran"": 66, ""Afghanistan"": 40, ""Antarctica"": 36, ""Bermuda"": 71, ""Bhutan"": 37, ""Brunei Darussalam"": 45, ""Burundi"": 35, ""Cape Verde"": 57, ""Central African Republic"": 34, ""Chad"": 35, ""Comoros"": 37, ""Djibouti"": 39, ""Equatorial Guinea"": 36, ""Eritrea"": 34, ""Eswatini"": 57, ""Falkland Islands"": 47, ""Federated States of Micronesia"": 56, ""French Guiana"": 47, ""French Polynesia"": 52, ""Gambia"": 59, ""Guadeloupe"": 47, ""Guinea-Bissau"": 56, ""Heard Island and McDonald Islands"": 34, ""Kiribati"": 34, ""Lesotho"": 39, ""Liberia"": 36, ""Libya"": 38, ""Malawi"": 35, ""Maldives"": 37, ""Marshall Islands"": 49, ""Martinique"": 46, ""Mauritania"": 39, ""Mayotte"": 41, ""Nauru"": 34, ""New Caledonia"": 46, ""Palau"": 36, ""R\u00e9union"": 47, ""Saint Pierre and Miquelon"": 52, ""Saint Vincent and the Grenadines"": 47, ""Samoa"": 36, ""Sao Tome and Principe"": 34, ""Seychelles"": 34, ""Sierra Leone"": 34, ""Solomon Islands"": 34, ""Somalia"": 36, ""South Georgia and the South Sandwich Islands"": 45, ""South Sudan"": 35, ""State of Palestine"": 45, ""Sudan"": 34, ""Timor-Leste"": 35, ""Tonga"": 35, ""Turkmenistan"": 58, ""Tuvalu"": 34, ""United States Minor Outlying Islands"": 38, ""Vanuatu"": 35, ""Wallis and Futuna"": 41, ""Western Sahara"": 35, ""Yemen"": 39, ""Czechoslovakia"": 73, ""North Korea"": 12, ""USSR"": 77, ""French Southern Territories"": 17, ""Netherlands Antilles"": 4, ""Yugoslavia"": 18, ""East Germany"": 3}","[{""name"": ""Come and See"", ""date"": 1985.0, ""rating"": 4.64}, {""name"": ""12 Angry Men"", ""date"": 1957.0, ""rating"": 4.62}, {""name"": ""High and Low"", ""date"": 1963.0, ""rating"": 4.59}, {""name"": ""Parasite"", ""date"": 2019.0, ""rating"": 4.56}, {""name"": ""The Shawshank Redemption"", ""date"": 1994.0, ""rating"": 4.55}, {""name"": ""The Godfather"", ""date"": 1972.0, ""rating"": 4.55}, {""name"": ""City of God"", ""date"": 2002.0, ""rating"": 4.53}, {""name"": ""Schindler's List"", ""date"": 1993.0, ""rating"": 4.52}, {""name"": ""La Haine"", ""date"": 1995.0, ""rating"": 4.51}, {""name"": ""The Good, the Bad and the Ugly"", ""date"": 1966.0, ""rating"": 4.5}]","[{""director"": ""Akira Kurosawa"", ""count"": 3, ""mean"": 4.44}, {""director"": ""Sergio Leone"", ""count"": 3, ""mean"": 4.196666666666666}, {""director"": ""Charlie Chaplin"", ""count"": 4, ""mean"": 4.1825}, {""director"": ""Stanley Kubrick"", ""count"": 7, ""mean"": 4.107142857142857}, {""director"": ""David Lynch"", ""count"": 8, ""mean"": 4.07625}, {""director"": ""Denis Villeneuve"", ""count"": 7, ""mean"": 4.071428571428571}, {""director"": ""Frank Darabont"", ""count"": 3, ""mean"": 4.0633333333333335}, {""director"": ""Christopher Nolan"", ""count"": 10, ""mean"": 4.049}, {""director"": ""Alfonso Cuar\u00f3n"", ""count"": 5, ""mean"": 4.036}, {""director"": ""Damien Chazelle"", ""count"": 4, ""mean"": 4.0024999999999995}]","[{""year"": 1913.0, ""count"": 1}, {""year"": 1915.0, ""count"": 1}, {""year"": 1921.0, ""count"": 1}, {""year"": 1927.0, ""count"": 2}, {""year"": 1928.0, ""count"": 1}, {""year"": 1929.0, ""count"": 3}, {""year"": 1930.0, ""count"": 3}, {""year"": 1932.0, ""count"": 3}, {""year"": 1933.0, ""count"": 2}, {""year"": 1934.0, ""count"": 3}, {""year"": 1935.0, ""count"": 3}, {""year"": 1936.0, ""count"": 3}, {""year"": 1937.0, ""count"": 2}, {""year"": 1938.0, ""count"": 4}, {""year"": 1939.0, ""count"": 3}, {""year"": 1940.0, ""count"": 6}, {""year"": 1941.0, ""count"": 6}, {""year"": 1942.0, ""count"": 4}, {""year"": 1943.0, ""count"": 2}, {""year"": 1944.0, ""count"": 5}, {""year"": 1945.0, ""count"": 6}, {""year"": 1946.0, ""count"": 3}, {""year"": 1947.0, ""count"": 4}, {""year"": 1948.0, ""count"": 3}, {""year"": 1949.0, ""count"": 4}, {""year"": 1950.0, ""count"": 3}, {""year"": 1951.0, ""count"": 1}, {""year"": 1952.0, ""count"": 8}, {""year"": 1953.0, ""count"": 6}, {""year"": 1954.0, ""count"": 3}, {""year"": 1955.0, ""count"": 4}, {""year"": 1956.0, ""count"": 10}, {""year"": 1957.0, ""count"": 7}, {""year"": 1958.0, ""count"": 11}, {""year"": 1959.0, ""count"": 9}, {""year"": 1960.0, ""count"": 9}, {""year"": 1961.0, ""count"": 14}, {""year"": 1962.0, ""count"": 19}, {""year"": 1963.0, ""count"": 8}, {""year"": 1964.0, ""count"": 7}, {""year"": 1965.0, ""count"": 11}, {""year"": 1966.0, ""count"": 13}, {""year"": 1967.0, ""count"": 10}, {""year"": 1968.0, ""count"": 9}, {""year"": 1969.0, ""count"": 13}, {""year"": 1970.0, ""count"": 11}, {""year"": 1971.0, ""count"": 16}, {""year"": 1972.0, ""count"": 9}, {""year"": 1973.0, ""count"": 10}, {""year"": 1974.0, ""count"": 11}, {""year"": 1975.0, ""count"": 11}, {""year"": 1976.0, ""count"": 9}, {""year"": 1977.0, ""count"": 9}, {""year"": 1978.0, ""count"": 13}, {""year"": 1979.0, ""count"": 11}, {""year"": 1980.0, ""count"": 14}, {""year"": 1981.0, ""count"": 16}, {""year"": 1982.0, ""count"": 30}, {""year"": 1983.0, ""count"": 21}, {""year"": 1984.0, ""count"": 25}, {""year"": 1985.0, ""count"": 18}, {""year"": 1986.0, ""count"": 23}, {""year"": 1987.0, ""count"": 20}, {""year"": 1988.0, ""count"": 22}, {""year"": 1989.0, ""count"": 21}, {""year"": 1990.0, ""count"": 24}, {""year"": 1991.0, ""count"": 25}, {""year"": 1992.0, ""count"": 37}, {""year"": 1993.0, ""count"": 44}, {""year"": 1994.0, ""count"": 20}, {""year"": 1995.0, ""count"": 48}, {""year"": 1996.0, ""count"": 39}, {""year"": 1997.0, ""count"": 59}, {""year"": 1998.0, ""count"": 65}, {""year"": 1999.0, ""count"": 73}, {""year"": 2000.0, ""count"": 62}, {""year"": 2001.0, ""count"": 71}, {""year"": 2002.0, ""count"": 81}, {""year"": 2003.0, ""count"": 67}, {""year"": 2004.0, ""count"": 107}, {""year"": 2005.0, ""count"": 98}, {""year"": 2006.0, ""count"": 102}, {""year"": 2007.0, ""count"": 54}, {""year"": 2008.0, ""count"": 60}, {""year"": 2009.0, ""count"": 77}, {""year"": 2010.0, ""count"": 67}, {""year"": 2011.0, ""count"": 103}, {""year"": 2012.0, ""count"": 161}, {""year"": 2013.0, ""count"": 141}, {""year"": 2014.0, ""count"": 124}, {""year"": 2015.0, ""count"": 133}, {""year"": 2016.0, ""count"": 145}, {""year"": 2017.0, ""count"": 121}, {""year"": 2018.0, ""count"": 136}, {""year"": 2019.0, ""count"": 133}, {""year"": 2020.0, ""count"": 74}, {""year"": 2021.0, ""count"": 89}, {""year"": 2022.0, ""count"": 141}, {""year"": 2023.0, ""count"": 166}, {""year"": 2024.0, ""count"": 56}]"
